Porter,Original,Lancaster,Snowball
hoover,['hoover'],['hoov'],['hoover']
hop,"['hopped', 'hopping', 'hop', 'hops']","['hop', 'hop', 'hop', 'hop']","['hop', 'hop', 'hop', 'hop']"
hope,"['hoped', 'hope', 'hoping', 'hopeful', 'hopes', 'hopefuls', 'hopefully']","['hop', 'hop', 'hop', 'hop', 'hop', 'hop', 'hop']","['hope', 'hope', 'hope', 'hope', 'hope', 'hope', 'hope']"
hopedal,['hopedale'],['hop'],['hopedal']
hopei,['hopei'],['hope'],['hopei']
hopeless,"['hopeless', 'hopelessness']","['hopeless', 'hopeless']","['hopeless', 'hopeless']"
hopelessli,['hopelessly'],['hopeless'],['hopeless']
hopkin,['hopkins'],['hopkin'],['hopkin']
hopkinsian,['hopkinsian'],['hopkins'],['hopkinsian']
hopper,['hopper'],['hop'],['hopper']
hoppl,"['hoppled', 'hopples']","['hoppl', 'hoppl']","['hoppl', 'hoppl']"
hopscotch,['hopscotch'],['hopscotch'],['hopscotch']
hor,['hors'],['hor'],['hor']
horac,"['horace', 'horaces']","['horac', 'horac']","['horac', 'horac']"
horatio,['horatios'],['horatio'],['horatio']
hord,"['hord', 'horde', 'hordes']","['hord', 'hord', 'hord']","['hord', 'hord', 'hord']"
horizon,"['horizon', 'horizons']","['horizon', 'horizon']","['horizon', 'horizon']"
horizont,"['horizontal', 'horizontally']","['horizont', 'horizont']","['horizont', 'horizont']"
hormon,"['hormone', 'hormones']","['hormon', 'hormon']","['hormon', 'hormon']"
horn,"['horned', 'horne', 'horn', 'hornes', 'horns']","['horn', 'horn', 'horn', 'horn', 'horn']","['horn', 'horn', 'horn', 'horn', 'horn']"
horoscop,['horoscope'],['horoscop'],['horoscop']
horowitz,['horowitz'],['horowitz'],['horowitz']
horribl,"['horrible', 'horribly']","['horr', 'horr']","['horribl', 'horribl']"
horrid,['horrid'],['horrid'],['horrid']
horrifi,"['horrified', 'horrifying']","['horr', 'horr']","['horrifi', 'horrifi']"
horrifyingli,['horrifyingly'],['horr'],['horrifi']
horror,"['horror', 'horrors']","['hor', 'hor']","['horror', 'horror']"
hors,"['horse', 'horses', 'horsely']","['hors', 'hors', 'hors']","['hors', 'hors', 'hors']"
horseback,['horseback'],['horseback'],['horseback']
horsedom,['horsedom'],['horsedom'],['horsedom']
horseflesh,['horseflesh'],['horseflesh'],['horseflesh']
horsehair,['horsehair'],['horsehair'],['horsehair']
horselik,['horselike'],['horselik'],['horselik']
horseman,['horseman'],['horsem'],['horseman']
horsemanship,['horsemanship'],['horsem'],['horsemanship']
horsemen,['horsemen'],['horsem'],['horsemen']
horseplay,['horseplay'],['horseplay'],['horseplay']
horsepow,['horsepower'],['horsepow'],['horsepow']
horsewoman,['horsewoman'],['horsewom'],['horsewoman']
horstman,['horstman'],['horstm'],['horstman']
horton,['horton'],['horton'],['horton']
hosaka,['hosaka'],['hosak'],['hosaka']
hose,"['hose', 'hoses']","['hos', 'hos']","['hose', 'hose']"
hospic,['hospice'],['hosp'],['hospic']
hospit,"['hospitalized', 'hospitable', 'hospital', 'hospitalization', 'hospitals', 'hospitality']","['hospit', 'hospit', 'hospit', 'hospit', 'hospit', 'hospit']","['hospit', 'hospit', 'hospit', 'hospit', 'hospit', 'hospit']"
hoss,"['hosses', 'hoss']","['hoss', 'hoss']","['hoss', 'hoss']"
host,"['hoste', 'hosts', 'host']","['host', 'host', 'host']","['host', 'host', 'host']"
hostag,"['hostage', 'hostages']","['host', 'host']","['hostag', 'hostag']"
hostaria,['hostaria'],['hostar'],['hostaria']
hostelri,['hostelries'],['hostelry'],['hostelri']
hostess,"['hostesses', 'hostess']","['hostess', 'hostess']","['hostess', 'hostess']"
hostil,"['hostile', 'hostilities', 'hostility']","['hostil', 'hostil', 'hostil']","['hostil', 'hostil', 'hostil']"
hostler,['hostler'],['hostl'],['hostler']
hot,['hot'],['hot'],['hot']
hotb,['hotbed'],['hotb'],['hotb']
hotdog,['hotdogs'],['hotdog'],['hotdog']
hotei,['hotei'],['hote'],['hotei']
hotel,"['hotel', 'hotels']","['hotel', 'hotel']","['hotel', 'hotel']"
hotelman,['hotelmans'],['hotelm'],['hotelman']
hotham,['hotham'],['hotham'],['hotham']
hothous,['hothouse'],['hoth'],['hothous']
hotli,['hotly'],['hot'],['hot']
hotrod,['hotrod'],['hotrod'],['hotrod']
hotter,['hotter'],['hot'],['hotter']
hottest,['hottest'],['hottest'],['hottest']
houdini,['houdini'],['houdin'],['houdini']
hough,"['hough', 'houghs']","['hough', 'hough']","['hough', 'hough']"
houghton,"['houghton', 'houghtons']","['houghton', 'houghton']","['houghton', 'houghton']"
houk,['houk'],['houk'],['houk']
hound,"['hound', 'hounds']","['hound', 'hound']","['hound', 'hound']"
hour,"['hour', 'hours']","['hour', 'hour']","['hour', 'hour']"
hourli,['hourly'],['hour'],['hour']
hous,"['housed', 'house', 'housing', 'houses']","['hous', 'hous', 'hous', 'hous']","['hous', 'hous', 'hous', 'hous']"
houseboat,['houseboats'],['housebo'],['houseboat']
housebreak,"['housebreaking', 'housebreakers']","['housebreak', 'housebreak']","['housebreak', 'housebreak']"
housebroken,['housebroken'],['housebrok'],['housebroken']
household,"['household', 'householder', 'households', 'householders']","['household', 'household', 'household', 'household']","['household', 'household', 'household', 'household']"
housekeep,"['housekeeping', 'housekeeper']","['housekeep', 'housekeep']","['housekeep', 'housekeep']"
housepaint,['housepaint'],['housepaint'],['housepaint']
housew,['housewives'],['housew'],['housew']
housewif,['housewife'],['housew'],['housewif']
housework,['housework'],['housework'],['housework']
housman,"['housman', 'housmans']","['housm', 'housm']","['housman', 'housman']"
houston,['houston'],['houston'],['houston']
houtz,['houtz'],['houtz'],['houtz']
hovart,['hovarter'],['hovart'],['hovart']
hovdingar,['hovdingar'],['hovding'],['hovdingar']
hove,['hove'],['hov'],['hove']
hovel,['hovel'],['hovel'],['hovel']
hover,"['hovered', 'hovering', 'hover', 'hovers']","['hov', 'hov', 'hov', 'hov']","['hover', 'hover', 'hover', 'hover']"
how,"['howes', 'hows', 'how']","['how', 'how', 'how']","['how', 'how', 'how']"
howard,"['howard', 'howards']","['howard', 'howard']","['howard', 'howard']"
howd,['howd'],['howd'],['howd']
howda,['howda'],['howd'],['howda']
howdi,['howdy'],['howdy'],['howdi']
howe,['howe'],['how'],['howe']
howel,['howell'],['howel'],['howel']
howev,['however'],['howev'],['howev']
howl,"['howled', 'howling', 'howl', 'howls']","['howl', 'howl', 'howl', 'howl']","['howl', 'howl', 'howl', 'howl']"
howorth,['howorth'],['howor'],['howorth']
howri,['howry'],['howry'],['howri']
hows,['howse'],['hows'],['hows']
howsabout,['howsabout'],['howsabout'],['howsabout']
howsam,"['howsam', 'howsams']","['howsam', 'howsam']","['howsam', 'howsam']"
howser,['howser'],['hows'],['howser']
howsomev,['howsomever'],['howsomev'],['howsomev']
hoxa,['hoxa'],['hox'],['hoxa']
hoy,['hoy'],['hoy'],['hoy']
hoydenish,['hoydenish'],['hoyd'],['hoydenish']
hoyl,['hoyles'],['hoyl'],['hoyl']
hoyt,['hoyt'],['hoyt'],['hoyt']
hp,['hp'],['hp'],['hp']
hpr,['hpr'],['hpr'],['hpr']
hr,['hr'],['hr'],['hr']
hrothgar,"['hrothgar', 'hrothgars']","['hrothg', 'hrothg']","['hrothgar', 'hrothgar']"
hu,['hued'],['hued'],['hu']
huai,['huai'],['hua'],['huai']
huang,['huang'],['huang'],['huang']
hub,"['hub', 'hubs']","['hub', 'hub']","['hub', 'hub']"
hubay,['hubay'],['hubay'],['hubay']
hubba,['hubba'],['hubb'],['hubba']
hubbel,['hubbell'],['hubbel'],['hubbel']
hubbi,['hubby'],['hubby'],['hubbi']
hubbub,['hubbub'],['hubbub'],['hubbub']
hubermann,['hubermann'],['huberman'],['hubermann']
hubert,['hubert'],['hubert'],['hubert']
hubi,['hubies'],['huby'],['hubi']
hubri,['hubris'],['hubr'],['hubri']
huck,['huck'],['huck'],['huck']
huckster,"['huckster', 'hucksters']","['huckst', 'huckst']","['huckster', 'huckster']"
huddl,"['huddled', 'huddle', 'huddling']","['huddl', 'huddl', 'huddl']","['huddl', 'huddl', 'huddl']"
hudson,"['hudson', 'hudsons']","['hudson', 'hudson']","['hudson', 'hudson']"
hue,"['hue', 'hues']","['hue', 'hue']","['hue', 'hue']"
huey,['huey'],['huey'],['huey']
huff,"['huff', 'huffs']","['huff', 'huff']","['huff', 'huff']"
huffman,['huffman'],['huffm'],['huffman']
hug,"['hugged', 'hugging', 'hug', 'huggings']","['hug', 'hug', 'hug', 'hug']","['hug', 'hug', 'hug', 'hug']"
huge,['huge'],['hug'],['huge']
huggin,['huggins'],['huggin'],['huggin']
hugh,"['hugh', 'hughes']","['hugh', 'hugh']","['hugh', 'hugh']"
hugo,"['hugo', 'hugos']","['hugo', 'hugo']","['hugo', 'hugo']"
huh,['huh'],['huh'],['huh']
huhmun,['huhmun'],['huhmun'],['huhmun']
huitoto,['huitotoes'],['huitoto'],['huitoto']
hulk,"['hulking', 'hulk', 'hulks']","['hulk', 'hulk', 'hulk']","['hulk', 'hulk', 'hulk']"
hull,['hull'],['hul'],['hull']
hultberg,['hultberg'],['hultberg'],['hultberg']
hum,"['hummed', 'humming', 'hum']","['hum', 'hum', 'hum']","['hum', 'hum', 'hum']"
humain,['humaine'],['humain'],['humain']
human,"['humane', 'humanize', 'humanism', 'human', 'humanities', 'humans', 'humanness', 'humanely', 'humanity']","['hum', 'hum', 'hum', 'hum', 'hum', 'hum', 'hum', 'hum', 'hum']","['human', 'human', 'human', 'human', 'human', 'human', 'human', 'human', 'human']"
humanist,"['humanistic', 'humanists', 'humanist']","['hum', 'hum', 'hum']","['humanist', 'humanist', 'humanist']"
humanitarian,['humanitarian'],['humanit'],['humanitarian']
humanli,['humanly'],['hum'],['human']
humbl,"['humbled', 'humble', 'humbly']","['humbl', 'humbl', 'humbl']","['humbl', 'humbl', 'humbl']"
hume,"['hume', 'humes']","['hum', 'hum']","['hume', 'hume']"
humid,"['humid', 'humidity']","['humid', 'humid']","['humid', 'humid']"
humil,"['humilation', 'humility']","['humil', 'humil']","['humil', 'humil']"
humili,"['humiliated', 'humiliating', 'humiliation']","['humy', 'humy', 'humy']","['humili', 'humili', 'humili']"
humiliatingli,['humiliatingly'],['humy'],['humili']
humli,['humly'],['hum'],['hum']
hummock,['hummocks'],['hummock'],['hummock']
humor,"['humor', 'humorous']","['hum', 'hum']","['humor', 'humor']"
humoredli,['humoredly'],['hum'],['humor']
humorist,['humorists'],['hum'],['humorist']
humour,['humour'],['humo'],['humour']
hump,"['humped', 'hump']","['hump', 'hump']","['hump', 'hump']"
humphrey,['humphrey'],['humphrey'],['humphrey']
humpti,['humpty'],['humpty'],['humpti']
hun,['hun'],['hun'],['hun']
hunch,"['hunched', 'hunch', 'hunches']","['hunch', 'hunch', 'hunch']","['hunch', 'hunch', 'hunch']"
hundr,"['hundred', 'hundreds']","['hundr', 'hundr']","['hundr', 'hundr']"
hundredth,['hundredth'],['hundred'],['hundredth']
hung,['hung'],['hung'],['hung']
hungari,['hungary'],['hung'],['hungari']
hungarian,['hungarian'],['hung'],['hungarian']
hunger,['hunger'],['hung'],['hunger']
hungri,['hungry'],['hungry'],['hungri']
hungrier,['hungrier'],['hungry'],['hungrier']
hunk,['hunk'],['hunk'],['hunk']
hunker,['hunkered'],['hunk'],['hunker']
hunkerish,['hunkerish'],['hunk'],['hunkerish']
hunt,"['hunted', 'hunting', 'hunts', 'hunt']","['hunt', 'hunt', 'hunt', 'hunt']","['hunt', 'hunt', 'hunt', 'hunt']"
hunter,"['hunter', 'hunters']","['hunt', 'hunt']","['hunter', 'hunter']"
huntington,"['huntington', 'huntingtons']","['huntington', 'huntington']","['huntington', 'huntington']"
huntley,['huntley'],['huntley'],['huntley']
huo,['huo'],['huo'],['huo']
hurdl,"['hurdled', 'hurdle', 'hurdles']","['hurdl', 'hurdl', 'hurdl']","['hurdl', 'hurdl', 'hurdl']"
hurl,"['hurled', 'hurling', 'hurl']","['hurl', 'hurl', 'hurl']","['hurl', 'hurl', 'hurl']"
hurler,"['hurler', 'hurlers']","['hurl', 'hurl']","['hurler', 'hurler']"
hurley,['hurley'],['hurley'],['hurley']
hurok,['hurok'],['hurok'],['hurok']
hurrah,['hurrah'],['hurrah'],['hurrah']
hurray,"['hurrays', 'hurray']","['hurray', 'hurray']","['hurray', 'hurray']"
hurri,"['hurried', 'hurrying', 'hurry']","['hurry', 'hurry', 'hurry']","['hurri', 'hurri', 'hurri']"
hurrican,['hurricane'],['hur'],['hurrican']
hurriedli,['hurriedly'],['hurry'],['hurri']
hurt,"['hurting', 'hurts', 'hurt']","['hurt', 'hurt', 'hurt']","['hurt', 'hurt', 'hurt']"
hurti,['hurty'],['hurty'],['hurti']
hurtl,"['hurtled', 'hurtling']","['hurtl', 'hurtl']","['hurtl', 'hurtl']"
husband,"['husband', 'husbands']","['husband', 'husband']","['husband', 'husband']"
husbandri,['husbandry'],['husbandry'],['husbandri']
husbun,['husbun'],['husbun'],['husbun']
hush,"['hushed', 'hush']","['hush', 'hush']","['hush', 'hush']"
huski,"['huskiness', 'husky']","['husky', 'husky']","['huski', 'huski']"
huskili,['huskily'],['husky'],['huskili']
hustl,"['hustled', 'hustle', 'hustling']","['hustl', 'hustl', 'hustl']","['hustl', 'hustl', 'hustl']"
hustler,['hustler'],['hustl'],['hustler']
huston,['huston'],['huston'],['huston']
hut,"['huts', 'hut']","['hut', 'hut']","['hut', 'hut']"
hutchin,['hutchins'],['hutchin'],['hutchin']
hutchinson,['hutchinson'],['hutchinson'],['hutchinson']
hutment,"['hutments', 'hutment']","['hut', 'hut']","['hutment', 'hutment']"
hutton,['hutton'],['hutton'],['hutton']
huxley,"['huxleys', 'huxley']","['huxley', 'huxley']","['huxley', 'huxley']"
huzzah,['huzzahs'],['huzzah'],['huzzah']
hw,['hw'],['hw'],['hw']
hwa,['hwa'],['hwa'],['hwa']
hwang,['hwang'],['hwang'],['hwang']
hy,['hys'],['hys'],['hys']
hyacinth,['hyacinths'],['hyacinth'],['hyacinth']
hyalin,"['hyaline', 'hyalinization']","['hyalin', 'hyalin']","['hyalin', 'hyalin']"
hyanni,['hyannis'],['hyan'],['hyanni']
hybrid,['hybrid'],['hybrid'],['hybrid']
hyde,"['hyde', 'hydes']","['hyd', 'hyd']","['hyde', 'hyde']"
hydrat,['hydrated'],['hydr'],['hydrat']
hydraul,"['hydraulic', 'hydraulics', 'hydraulically']","['hydra', 'hydra', 'hydra']","['hydraul', 'hydraul', 'hydraul']"
hydrid,"['hydride', 'hydrides']","['hydrid', 'hydrid']","['hydrid', 'hydrid']"
hydrido,['hydrido'],['hydrido'],['hydrido']
hydro,['hydro'],['hydro'],['hydro']
hydrocarbon,"['hydrocarbon', 'hydrocarbons']","['hydrocarbon', 'hydrocarbon']","['hydrocarbon', 'hydrocarbon']"
hydrochemistri,['hydrochemistry'],['hydrochem'],['hydrochemistri']
hydrochlorid,['hydrochloride'],['hydrochlorid'],['hydrochlorid']
hydrogen,"['hydrogen', 'hydrogens']","['hydrog', 'hydrog']","['hydrogen', 'hydrogen']"
hydrolysi,['hydrolysis'],['hydrolys'],['hydrolysi']
hydrolyz,['hydrolyzed'],['hydrolys'],['hydrolyz']
hydrophil,['hydrophilic'],['hydrophil'],['hydrophil']
hydrophob,['hydrophobic'],['hydrophob'],['hydrophob']
hydrophobia,['hydrophobia'],['hydrophob'],['hydrophobia']
hydrostat,['hydrostatic'],['hydrost'],['hydrostat']
hydrou,['hydrous'],['hydr'],['hydrous']
hydroxazin,['hydroxazine'],['hydroxazin'],['hydroxazin']
hydroxid,['hydroxides'],['hydroxid'],['hydroxid']
hydroxyl,"['hydroxyl', 'hydroxylation']","['hydroxyl', 'hydroxyl']","['hydroxyl', 'hydroxyl']"
hyena,['hyena'],['hyen'],['hyena']
hygien,['hygiene'],['hygy'],['hygien']
hym,['hym'],['hym'],['hym']
hymen,"['hymen', 'hymens']","['hym', 'hym']","['hymen', 'hymen']"
hymn,"['hymn', 'hymns']","['hymn', 'hymn']","['hymn', 'hymn']"
hymself,['hymselfe'],['hymself'],['hymself']
hyndman,['hyndman'],['hyndm'],['hyndman']
hype,['hyped'],['hyp'],['hype']
hyperbol,"['hyperbolic', 'hyperbole', 'hyperbolically']","['hyperbol', 'hyperbol', 'hyperbol']","['hyperbol', 'hyperbol', 'hyperbol']"
hypercellular,['hypercellularity'],['hypercellul'],['hypercellular']
hyperem,['hyperemic'],['hyperem'],['hyperem']
hyperemia,['hyperemia'],['hyperem'],['hyperemia']
hyperfin,['hyperfine'],['hyperfin'],['hyperfin']
hyperplasia,['hyperplasia'],['hyperplas'],['hyperplasia']
hypertrophi,"['hypertrophied', 'hypertrophy']","['hypertroph', 'hypertroph']","['hypertrophi', 'hypertrophi']"
hyperveloc,['hypervelocity'],['hyperveloc'],['hyperveloc']
hyphen,['hyphenated'],['hyph'],['hyphen']
hypnosi,['hypnosis'],['hypnos'],['hypnosi']
hypnot,"['hypnotic', 'hypnotized', 'hypnotically']","['hypnot', 'hypnot', 'hypnot']","['hypnot', 'hypnot', 'hypnot']"
hypo,['hypo'],['hypo'],['hypo']
hypoact,['hypoactive'],['hypoact'],['hypoact']
hypoadrenocortic,['hypoadrenocorticism'],['hypoadrenocort'],['hypoadrenocortic']
hypocellular,['hypocellularity'],['hypocellul'],['hypocellular']
hypocrisi,"['hypocrisies', 'hypocrisy']","['hypocrisy', 'hypocrisy']","['hypocrisi', 'hypocrisi']"
hypocrit,"['hypocrite', 'hypocritical', 'hypocrites']","['hypocrit', 'hypocrit', 'hypocrit']","['hypocrit', 'hypocrit', 'hypocrit']"
hypoderm,['hypodermic'],['hypoderm'],['hypoderm']
hypophys,['hypophyseal'],['hypophys'],['hypophys']
hypophysectomis,['hypophysectomised'],['hypophysectom'],['hypophysectomis']
hypostat,['hypostatization'],['hypost'],['hypostat']
hypothalam,"['hypothalamic', 'hypothalamically']","['hypothalam', 'hypothalam']","['hypothalam', 'hypothalam']"
hypothalamu,['hypothalamus'],['hypothalam'],['hypothalamus']
hypothes,"['hypothesized', 'hypothesize', 'hypothesizing', 'hypotheses']","['hypothes', 'hypothes', 'hypothes', 'hypothes']","['hypothes', 'hypothes', 'hypothes', 'hypothes']"
hypothesi,['hypothesis'],['hypothes'],['hypothesi']
hypothet,['hypothetical'],['hypothet'],['hypothet']
hypothyroid,['hypothyroidism'],['hypothyroid'],['hypothyroid']
hyster,['hysterical'],['hyst'],['hyster']
hysterectomi,['hysterectomy'],['hysterectom'],['hysterectomi']
hysteria,['hysteria'],['hyster'],['hysteria']
hysteron,['hysteron'],['hysteron'],['hysteron']
hytt,['hytt'],['hyt'],['hytt']
i,['i'],['i'],['i']
iberia,['iberia'],['iber'],['iberia']
ibm,['ibm'],['ibm'],['ibm']
ibn,['ibn'],['ibn'],['ibn']
ibrahim,['ibrahim'],['ibrahim'],['ibrahim']
ibsen,['ibsen'],['ibs'],['ibsen']
ica,"['ica', 'icas']","['ic', 'ica']","['ica', 'ica']"
icbm,"['icbm', 'icbms']","['icbm', 'icbm']","['icbm', 'icbm']"
icc,['icc'],['icc'],['icc']
ice,"['iced', 'ice', 'icing']","['ic', 'ic', 'ic']","['ice', 'ice', 'ice']"
icebox,['icebox'],['icebox'],['icebox']
iceland,"['icelandic', 'iceland']","['iceland', 'iceland']","['iceland', 'iceland']"
ich,['ich'],['ich'],['ich']
ici,['icy'],['icy'],['ici']
icicl,['icicle'],['icic'],['icicl']
iconoclasm,['iconoclasm'],['iconoclasm'],['iconoclasm']
id,['id'],['id'],['id']
ida,['ida'],['id'],['ida']
idaho,['idaho'],['idaho'],['idaho']
idal,['idal'],['id'],['idal']
idea,"['idea', 'ideas']","['ide', 'idea']","['idea', 'idea']"
ideal,"['idealized', 'ideal', 'idealism', 'idealization', 'ideals', 'ideally']","['id', 'id', 'id', 'id', 'id', 'id']","['ideal', 'ideal', 'ideal', 'ideal', 'ideal', 'ideal']"
idealist,"['idealistic', 'idealist']","['id', 'id']","['idealist', 'idealist']"
ideat,['ideational'],['id'],['ideat']
ident,"['identical', 'identities', 'identically', 'identity']","['id', 'id', 'id', 'id']","['ident', 'ident', 'ident', 'ident']"
identif,"['identification', 'identifications']","['id', 'id']","['identif', 'identif']"
identifi,"['identified', 'identifiable', 'identifying', 'identifies', 'identify']","['ident', 'ident', 'ident', 'ident', 'ident']","['identifi', 'identifi', 'identifi', 'identifi', 'identifi']"
ideolog,"['ideological', 'ideologies', 'ideology']","['ideolog', 'ideolog', 'ideolog']","['ideolog', 'ideolog', 'ideolog']"
ideologist,['ideologist'],['ideolog'],['ideologist']
idioci,['idiocies'],['idiocy'],['idioci']
idiom,"['idiom', 'idioms']","['idiom', 'idiom']","['idiom', 'idiom']"
idiomat,['idiomatic'],['idiom'],['idiomat']
idiosyncrasi,['idiosyncrasies'],['idiosyncrasy'],['idiosyncrasi']
idiosyncrat,['idiosyncratic'],['idiosyncr'],['idiosyncrat']
idiot,"['idiotic', 'idiots', 'idiot', 'idiotically']","['idiot', 'idiot', 'idiot', 'idiot']","['idiot', 'idiot', 'idiot', 'idiot']"
idj,['idje'],['ids'],['idj']
idl,"['idled', 'idle', 'idling', 'idleness']","['idl', 'idl', 'idl', 'idl']","['idl', 'idl', 'idl', 'idl']"
idler,"['idler', 'idlers']","['idl', 'idl']","['idler', 'idler']"
idli,['idly'],['id'],['idl']
idol,"['idolized', 'idolize', 'idol', 'idols']","['idol', 'idol', 'idol', 'idol']","['idol', 'idol', 'idol', 'idol']"
idolatri,['idolatry'],['idolatry'],['idolatri']
idyl,"['idyllic', 'idyll']","['idyl', 'idyl']","['idyl', 'idyl']"
